GID_2;year;builtup_area;builtup_px;cloud_area;cloud_px;crops_area;crops_px;forest_area;forest_px;grass_area;grass_px;noveg_area;noveg_px;water_area;water_px
UGA.1.1_1;2014;0.013277002466300;182810.000000000000000;0.000068051809589;937.000000000000000;0.039760922024000;547465.000000000000000;0.097038103852300;1336110.000000000000000;0.091052231819800;1253691.000000000000000;0.005427803617520;74735.000000000000000;0.004613433349730;63522.000000000000000
UGA.10.1_1;2014;0.002809370435980;38682.000000000000000;0;0;0.003375790994120;46481.000000000000000;0.010649781377600;146636.000000000000000;0.012295807218100;169300.000000000000000;0.001371204018180;18880.000000000000000;0.000302638090242;4167.000000000000000
UGA.10.2_1;2014;0.005975268442150;82273.000000000000000;0;0;0.008817684313950;121410.000000000000000;0.020931196930100;288200.000000000000000;0.026175108144300;360403.000000000000000;0.003451250791520;47520.000000000000000;0.000814951286441;11221.000000000000000
UGA.10.3_1;2014;0.005214134008330;71793.000000000000000;0;0;0.007110215751050;97900.000000000000000;0.019722678134400;271560.000000000000000;0.016716560257500;230169.000000000000000;0.002537235824950;34935.000000000000000;0.000696278226817;9587.000000000000000
UGA.10.4_1;2014;0.004777934255510;65787.000000000000000;0;0;0.007754710690530;106774.000000000000000;0.019765964023900;272156.000000000000000;0.017409497627000;239710.000000000000000;0.002337801172730;32189.000000000000000;0.000777330328739;10703.000000000000000
UGA.11.1_1;2014;0.002471072325980;34024.000000000000000;0;0;0.005671323059940;78088.000000000000000;0.005341522347730;73547.000000000000000;0.006669948867670;91838.000000000000000;0.000783648906577;10790.000000000000000;0.000266542306500;3670.000000000000000
UGA.11.2_1;2014;0.000879226474793;12106.000000000000000;0;0;0.000573102272641;7891.000000000000000;0.000445641305909;6136.000000000000000;0.000577169403204;7947.000000000000000;0.000293777555802;4045.000000000000000;0.000102622419369;1413.000000000000000
UGA.11.3_1;2014;0.002697451718180;37141.000000000000000;0;0;0.007076879805910;97441.000000000000000;0.009947692964310;136969.000000000000000;0.011202402742800;154245.000000000000000;0.000898763226959;12375.000000000000000;0.000667517803554;9191.000000000000000
UGA.12.1_1;2014;0.000575063210591;7918.000000000000000;0;0;0.000635416523044;8749.000000000000000;0.000665556865604;9164.000000000000000;0.000740580899014;10197.000000000000000;0.000124337991479;1712.000000000000000;0.000012491901013;172.000000000000000
UGA.12.2_1;2014;0.005152546031240;70945.000000000000000;0.000080180573944;1104.000000000000000;0.007371238380360;101494.000000000000000;0.015521114381400;213709.000000000000000;0.012849735875200;176927.000000000000000;0.002536219042310;34921.000000000000000;0.002329231147620;32071.000000000000000
UGA.12.3_1;2014;0.006594053306290;90793.000000000000000;0.000003631366574;50.000000000000000;0.010465453210400;144098.000000000000000;0.020669012263500;284590.000000000000000;0.016134234313700;222151.000000000000000;0.002652495400000;36522.000000000000000;0.002043950989600;28143.000000000000000
UGA.12.4_1;2014;0.003198652932670;44042.000000000000000;0.000010821472389;149.000000000000000;0.005379433814760;74069.000000000000000;0.010987425841700;151285.000000000000000;0.012681966739500;174617.000000000000000;0.002748944496190;37850.000000000000000;0.000206261621379;2840.000000000000000
UGA.13.1_1;2014;0.002838276113900;39080.000000000000000;0;0;0.008781007511560;120905.000000000000000;0.011300013876300;155589.000000000000000;0.016449146423000;226487.000000000000000;0.000701652649346;9661.000000000000000;0.000388120459383;5344.000000000000000
UGA.13.2_1;2014;0.003438250499190;47341.000000000000000;0;0;0.016482409740800;226945.000000000000000;0.050929044666400;701238.000000000000000;0.032450690602100;446811.000000000000000;0.000909657326680;12525.000000000000000;0.000898109580976;12366.000000000000000
UGA.13.3_1;2014;0.000453194548382;6240.000000000000000;0;0;0.000919244134434;12657.000000000000000;0.000562280800252;7742.000000000000000;0.001150053793850;15835.000000000000000;0.000050112858715;690.000000000000000;0.000019028360846;262.000000000000000
UGA.14.1_1;2014;0.004323287160500;59527.000000000000000;0;0;0.009845288426940;135559.000000000000000;0.012775147605800;175900.000000000000000;0.028698472148900;395147.000000000000000;0.001484284773280;20437.000000000000000;0.015047947316900;207194.000000000000000
UGA.14.2_1;2014;0.005126545446570;70587.000000000000000;0;0;0.008246615606590;113547.000000000000000;0.013621473899500;187553.000000000000000;0.024811602623300;341629.000000000000000;0.002467876723400;33980.000000000000000;0.005596880045180;77063.000000000000000
UGA.15.1_1;2014;0.000898182208307;12367.000000000000000;0;0;0.002729407744030;37581.000000000000000;0.013507448989100;185983.000000000000000;0.005737486558910;78999.000000000000000;0.000826281150151;11377.000000000000000;0.002350510955740;32364.000000000000000
UGA.15.2_1;2014;0.000432713640907;5958.000000000000000;0;0;0.001036537274760;14272.000000000000000;0.008910574670900;122689.000000000000000;0.002682998879220;36942.000000000000000;0.000444842405263;6125.000000000000000;0.000789894857083;10876.000000000000000
UGA.16.1_1;2014;0.007241162829700;99703.000000000000000;0;0;0.002715826433040;37394.000000000000000;0.000714362432353;9836.000000000000000;0.002365762695350;32574.000000000000000;0.001623874504370;22359.000000000000000;0.000087225425097;1201.000000000000000
UGA.17.1_1;2014;0.009540253634760;131359.000000000000000;0;0;0.018748455110000;258146.000000000000000;0.027655543669000;380787.000000000000000;0.052722286107700;725929.000000000000000;0.004551336981320;62667.000000000000000;0.039622421702900;545558.000000000000000
UGA.17.2_1;2014;0.007833293463180;107856.000000000000000;0;0;0.013613993284300;187450.000000000000000;0.029260535067200;402886.000000000000000;0.036788575856200;506539.000000000000000;0.003035023554860;41789.000000000000000;0.002504844035120;34489.000000000000000
UGA.17.3_1;2014;0.006654333991410;91623.000000000000000;0;0;0.010229051246400;140843.000000000000000;0.016752583413900;230665.000000000000000;0.026503528937200;364925.000000000000000;0.004131914142070;56892.000000000000000;0.006318723092680;87002.000000000000000
UGA.17.4_1;2014;0.002778068056110;38251.000000000000000;0;0;0.004610237747140;63478.000000000000000;0.013050913583400;179697.000000000000000;0.011146407070200;153474.000000000000000;0.001000586745680;13777.000000000000000;0.000896657034346;12346.000000000000000
UGA.18.1_1;2014;0.005596807417850;77062.000000000000000;0;0;0.012704118075600;174922.000000000000000;0.063850463717800;879152.000000000000000;0.058548232756400;806146.000000000000000;0.002243167759830;30886.000000000000000;0.000985916024725;13575.000000000000000
UGA.18.2_1;2014;0.003060878884860;42145.000000000000000;0;0;0.007288443222490;100354.000000000000000;0.011969855754500;164812.000000000000000;0.021833736778300;300627.000000000000000;0.000807034907311;11112.000000000000000;0.005389311131840;74205.000000000000000
UGA.19.1_1;2014;0.005737849695570;79004.000000000000000;0.001287101568340;17722.000000000000000;0.014152742829200;194868.000000000000000;0.040087962897600;551968.000000000000000;0.039521978103500;544175.000000000000000;0.001841102852800;25350.000000000000000;0.003410579485900;46960.000000000000000
UGA.2.1_1;2014;0.011051628402700;152169.000000000000000;0;0;0.014323489685500;197219.000000000000000;0.014182520035100;195278.000000000000000;0.043519822191700;599221.000000000000000;0.003671456860540;50552.000000000000000;0.000561917663595;7737.000000000000000
