ORIG_FID;year;builtup_area;builtup_px;cloud_area;cloud_px;crops_area;crops_px;forest_area;forest_px;grass_area;grass_px;noveg_area;noveg_px;water_area;water_px
3524;2014;0;0;0.003660417506160;50400.000000000000000;0;0;0;0;0;0;0;0;0;0
3525;2014;0;0;0.003660417506160;50400.000000000000000;0;0;0;0;0;0;0;0;0;0
3526;2014;0;0;0.003676686028410;50624.000000000000000;0;0;0;0;0;0;0;0;0;0
3531;2014;0;0;0.003660417506160;50400.000000000000000;0;0;0;0;0;0;0;0;0;0
3532;2014;0;0;0.003676686028410;50624.000000000000000;0;0;0;0;0;0;0;0;0;0
3533;2014;0;0;0.003693099805320;50850.000000000000000;0;0;0;0;0;0;0;0;0;0
3534;2014;0;0;0.003660417506160;50400.000000000000000;0;0;0;0;0;0;0;0;0;0
3535;2014;0;0;0.003660417506160;50400.000000000000000;0;0;0;0;0;0;0;0;0;0
3536;2014;0;0;0.003660417506160;50400.000000000000000;0;0;0;0;0;0;0;0;0;0
3537;2014;0;0;0.003660417506160;50400.000000000000000;0;0;0;0;0;0;0;0;0;0
3538;2014;0;0;0.003676686028410;50624.000000000000000;0;0;0;0;0;0;0;0;0;0
3539;2014;0;0;0.003660417506160;50400.000000000000000;0;0;0;0;0;0;0;0;0;0
3540;2014;0;0;0.003676686028410;50624.000000000000000;0;0;0;0;0;0;0;0;0;0
3544;2014;0;0;0.003660417506160;50400.000000000000000;0;0;0;0;0;0;0;0;0;0
3545;2014;0;0;0.003660417506160;50400.000000000000000;0;0;0;0;0;0;0;0;0;0
3546;2014;0;0;0.003660417506160;50400.000000000000000;0;0;0;0;0;0;0;0;0;0
3547;2014;0;0;0.003660417506160;50400.000000000000000;0;0;0;0;0;0;0;0;0;0
3548;2014;0;0;0.003676686028410;50624.000000000000000;0;0;0;0;0;0;0;0;0;0
3549;2014;0.000009804689749;135.000000000000000;0.003552565918930;48915.000000000000000;0.000031229752533;430.000000000000000;0.000012564528345;173.000000000000000;0.000053017951974;730.000000000000000;0.000000944155309;13.000000000000000;0.000000290509326;4.000000000000000
3550;2014;0;0;0.003676758655740;50625.000000000000000;0;0;0;0;0;0;0;0;0;0
3551;2014;0;0;0.003660417506160;50400.000000000000000;0;0;0;0;0;0;0;0;0;0
3552;2014;0;0;0.003676686028410;50624.000000000000000;0;0;0;0;0;0;0;0;0;0
3618;2014;0;0;0.003660417506160;50400.000000000000000;0;0;0;0;0;0;0;0;0;0
3716;2014;0;0;0.003660417506160;50400.000000000000000;0;0;0;0;0;0;0;0;0;0
3717;2014;0;0;0.003660417506160;50400.000000000000000;0;0;0;0;0;0;0;0;0;0
3726;2014;0;0;0.003693099805320;50850.000000000000000;0;0;0;0;0;0;0;0;0;0
3727;2014;0;0;0.003660417506160;50400.000000000000000;0;0;0;0;0;0;0;0;0;0
3728;2014;0;0;0.003660417506160;50400.000000000000000;0;0;0;0;0;0;0;0;0;0
3729;2014;0;0;0.003676686028410;50624.000000000000000;0;0;0;0;0;0;0;0;0;0
3730;2014;0;0;0.003676758655740;50625.000000000000000;0;0;0;0;0;0;0;0;0;0
3731;2014;0;0;0.003676686028410;50624.000000000000000;0;0;0;0;0;0;0;0;0;0
3732;2014;0;0;0.003676686028410;50624.000000000000000;0;0;0;0;0;0;0;0;0;0
3733;2014;0;0;0.003676686028410;50624.000000000000000;0;0;0;0;0;0;0;0;0;0
3734;2014;0;0;0.003676686028410;50624.000000000000000;0;0;0;0;0;0;0;0;0;0
3735;2014;0;0;0.003660417506160;50400.000000000000000;0;0;0;0;0;0;0;0;0;0
3737;2014;0;0;0.003660417506160;50400.000000000000000;0;0;0;0;0;0;0;0;0;0
3738;2014;0;0;0.003660417506160;50400.000000000000000;0;0;0;0;0;0;0;0;0;0
